gene,log2FC,p_value,q_value
PRR18,0.01611643,0.6119501191834079,0.6701162058513008
CHRM3,0.04587029,0.6122030073768182,0.6702463404607163
PRKY,0.047115587,0.6132370515272136,0.6712314486944108
CXorf22,0.07361026,0.6147943112846899,0.6724943243105337
AREG,-0.10072542,0.6145998083103806,0.6724943243105337
FLRT2,-0.012467857,0.6147485888454476,0.6724943243105337
CNR1,0.012851606,0.6159361707424647,0.6735959872511643
TAGLN,-0.009446566,0.6165160071908597,0.6739352942619805
CALCRL,0.010922273,0.6164258870416393,0.6739352942619805
NIPAL2,-0.030249096,0.6167258567329581,0.6740173297627957
SCNN1G,0.07301575,0.6175987180866284,0.6746763361226004
RPLP0P2,-0.02629519,0.6174988042459894,0.6746763361226004
NUP210,0.010640272,0.6181717457841981,0.675154811909347
KIRREL,0.017876962,0.6194195386697782,0.6763698828016796
PCK1,0.059454545,0.619807821539453,0.6766460933836823
UBE2T,0.014956753,0.6200537762018766,0.6767668371555082
GDF6,-0.043188903,0.6201891445320858,0.6767668534832888
EME2,0.022078387,0.6204852932766186,0.6769422793766295
NPY5R,0.054274745,0.6210721721487649,0.6774347427451625
ZDHHC8P1,-0.036703214,0.6214975208645421,0.6777508406374505
CRYBB2,0.039099608,0.6219604200595922,0.6781077410156914
LRRC16A,-0.013403974,0.6231358117153867,0.6792411289681564
WBSCR27,0.027477972,0.6234932543070699,0.679482622392186
RASGRP1,0.013578423,0.6248559086986061,0.6808192511425214
SYCP2,0.015884092,0.6249936612571625,0.6808209817616149
C9orf171,-0.042251512,0.6254512321990108,0.6811710217806696
PAX2,-0.06618123,0.6256533605729493,0.6812427706586991
TSPAN18,-0.017103968,0.6293826026704546,0.6851541505230293
HBA2,0.014743465,0.6313393229473802,0.6871346571042449
ATP1B1,0.007939192,0.632494045398998,0.6882416163209989
PDX1,0.16153619,0.6331914421231248,0.688700720168724
MST1P2,-0.017846761,0.633077190368808,0.688700720168724
ELOVL2,-0.01496242,0.6342638499194619,0.6896325493871682
TTTY14,-0.081797965,0.6343240189263173,0.6896325493871682
ABCA4,0.036274746,0.6347293601717997,0.6899232175780431
PAWR,-0.022051781,0.6348807809894117,0.6899378189408951
LCNL1,0.02740457,0.6368809916271665,0.6919610947709327
IL1R2,0.057344463,0.6377072931983485,0.6927083349971198
POPDC3,-0.025957722,0.6389518773426954,0.6939095105806857
CAP2,-0.012100396,0.6396096303010785,0.6944729970695749
MSC,0.022787029,0.6397957488776668,0.6945242606140543
KCNQ1DN,-0.04809654,0.6400895037893917,0.6946923201534531
CXCR1,0.050824467,0.641297045251048,0.6957008518670514
DPYS,0.038734667,0.6412687137090646,0.6957008518670514
PCDHGA4,0.0178824,0.6417869287728243,0.696081267649484
RCVRN,-0.042473953,0.6441587588295772,0.6985022325196022
F7,0.033438124,0.6468171954216864,0.7012328658084197
MYOCD,-0.055117466,0.6478692145060256,0.7022211299653432
DTL,-0.020885017,0.6488999237159001,0.7031792082992543
LOC151174,-0.024224,0.6490344092602117,0.7031792082992543
ALOX12P2,-0.050164744,0.6494579206171935,0.703485615919837
ZNF804A,0.014601824,0.6500737381536477,0.7040001496140867
UCHL1,-0.006839858,0.651018603956039,0.7048707275401029
DPEP1,-0.058014013,0.6514983329483,0.7052374247113011
NPSR1,-0.12153685,0.6519907157140645,0.705617657699204
RHCE,-0.018825928,0.6533002199273732,0.7068818653185167
PLEKHF1,0.011936641,0.6536424797284275,0.7070991775513062
ENTPD2,0.015437002,0.6538689231701597,0.707191134728704
N6AMT2,-0.013355804,0.654888587928068,0.7081407741436723
CNTNAP4,-0.0184693,0.6553033222741702,0.708436024080184
C1orf133,-0.026379438,0.6564992636859126,0.7095755119821796
FAM63B,0.010510862,0.6568538430277825,0.7098053198917036
CXorf30,0.07504215,0.6574363034348893,0.7102812267014794
E2F1,0.010861508,0.6581664297304306,0.7106094037253623
TBC1D3C,-0.026021987,0.6581065548251566,0.7106094037253623
TUBA4A,0.012450294,0.658120541930867,0.7106094037253623
ELSPBP1,0.11265728,0.6593266102383094,0.711708344385049
OR2W3,0.04390573,0.6604744057999611,0.712639626456583
C2CD4D,0.037471883,0.6604707539357058,0.712639626456583
KIAA1598,-0.0074830763,0.660716972412619,0.7127475430556839
CYP3A5,-0.02362511,0.6612545252688066,0.7131735604711028
CLCA2,-0.04327441,0.6616660152860718,0.7134634626763768
TMEM125,-0.025893461,0.6619983088500359,0.713667862063428
HEPN1,-0.012128839,0.6624628463413696,0.7140147082791223
ESX1,0.09111493,0.6626180787124635,0.7140281020608442
BCL11B,0.013520837,0.6636427017316986,0.7149781315790763
RELN,-0.019864172,0.6672991456811055,0.7187625438185109
LAMA1,-0.01517279,0.6697437535286848,0.7212403117905285
STC1,0.03604194,0.6712112207426573,0.722587479352799
KGFLP1,-0.042127196,0.6712837683187503,0.722587479352799
LOC619207,0.019765811,0.6726894969604906,0.7239447879471488
TMEM200A,0.021687426,0.6738237488684982,0.7250094134586811
CHST8,0.018092504,0.6743708998744693,0.7254420179372518
GZMB,-0.04663477,0.6745246839906869,0.7254513701771208
CLDN10,-0.020330764,0.6752730105038677,0.7261000112944813
CYS1,0.012314053,0.6769433237073329,0.7277395438694183
SLC26A4,-0.023804488,0.6789915815095362,0.72978458889675
FABP7,-0.010351969,0.6797766981521212,0.7304222725682661
MOG,-0.016453056,0.6798770513065421,0.7304222725682661
SCN5A,-0.028768005,0.6804469993837139,0.7307205749395552
LOC100132111,0.052239507,0.6804024236944954,0.7307205749395552
VWA5B1,0.06617708,0.6808871439997941,0.7309521710535849
CHRM5,-0.03888852,0.6809550425535197,0.7309521710535849
NHLRC2,0.01254458,0.6814388152411934,0.7313144615166275
COL13A1,0.043425854,0.6845784184831583,0.7345262000892255
LMO1,0.017433207,0.6861122989082483,0.7360140516072177
GUCA1A,0.054380745,0.6873661586645974,0.737200942368723
TMEM105,-0.04924976,0.6885387000869546,0.7383001287657673
HMMR,-0.020739498,0.6887135630686378,0.7383292914543717
MDK,-0.009409348,0.6895422212155309,0.738900794272965
SEMA3D,0.016500402,0.6894773661965339,0.738900794272965
DBX2,0.017442213,0.6915521152909474,0.7408957738278845
MMP16,-0.009360446,0.6938923375519483,0.7432437205997733
C2orf50,0.038426567,0.69429113473723,0.7434198077882045
LILRA5,-0.046356626,0.6944975942176317,0.7434198077882045
WBP2NL,-0.029759707,0.6945595156054845,0.7434198077882045
LGI1,0.0155579755,0.6946514683972983,0.7434198077882045
TNFRSF4,0.026826328,0.6949878800429687,0.7436206719911927
CKMT2,0.015496214,0.6963164342579975,0.7448827923170706
OR7A5,-0.03951261,0.6979119190990355,0.7464298599989684
CYP2C8,0.042299956,0.6987182011617744,0.7471323793432147
GPC3,0.025047787,0.7007962979664801,0.7491942462759035
XK,0.022886397,0.7027829804356689,0.7511575250488124
PLCH1,0.014577307,0.7033484246044875,0.7516012231293947
RBP7,-0.017963167,0.7044339460307594,0.7526003696909822
PNMT,0.028249405,0.7062554062625808,0.7543851807974586
ADM,0.016632507,0.7069149788386802,0.7549284267820164
PCDHGB2,0.019514548,0.709046685143247,0.7570432256494203
C3orf66,-0.04659285,0.7106535450779875,0.758596867077271
RIMS3,0.00821317,0.7115172291935296,0.759356701380501
TFAP2B,-0.10029708,0.7123174569326152,0.7598863419379296
NRAP,-0.04464967,0.71223954263174,0.7598863419379296
HGC6.3,-0.04532506,0.7129342802508281,0.7603821248409003
TMSB4Y,0.052835178,0.7136203450904194,0.7609515302734265
ARHGEF16,0.019231845,0.7142925832430483,0.761287492066843
CCR7,-0.03317378,0.7143921825555255,0.761287492066843
SGCA,-0.02524776,0.7141694785737354,0.761287492066843
C19orf33,-0.085229576,0.715078898230141,0.7618569126679534
ENPP2,-0.010341229,0.7152320105961738,0.7618577019558733
ARL4C,-0.0077538276,0.7160247714731371,0.7625383476489456
RAB27B,0.0219937,0.7161760161118897,0.7625383476489456
MARCH8,0.008005041,0.7172625590744981,0.763532636868744
LRRC32,-0.009458858,0.7188546977557323,0.7650645995697449
FAM18A,0.009744573,0.7230089888189246,0.7693221843146676
HBG2,0.06280145,0.7237385742619209,0.7699346534701287
DNAH14,0.033331078,0.7245604707824224,0.7706450444399302
EFHB,0.016175104,0.7249654139312192,0.7709117544993823
ANXA8,0.04692515,0.7255828241041153,0.7714042357049918
CCNA1,-0.02989569,0.7259078702804205,0.7715857464715354
CDH7,0.035721526,0.7274905318757714,0.7731036470518293
NLRP11,0.056491528,0.7289201002362291,0.7744582450448673
FAM160A1,-0.047681674,0.7294789453409867,0.7748873436806741
MAPK13,-0.0138927065,0.7303497788511781,0.7756475986100023
DRD4,-0.021080283,0.7308416871363328,0.7760051891445453
TMEM88B,-0.04073886,0.7316400911647934,0.7766879948670844
ACOT4,-0.016062666,0.7324102064670874,0.7773404865921114
TRIM29,0.038244355,0.7328890870582885,0.7776836662333282
SH3RF2,0.03519461,0.7361795396918073,0.7810094840778774
PKD1L2,-0.02293665,0.7387237066241428,0.7834929518595563
GSTT1,0.026856882,0.7388338536035615,0.7834929518595563
PCDHB5,0.014699714,0.7408439823778267,0.7854579965837857
CNDP1,-0.01674846,0.7414830674947817,0.7856635868898899
IL20RA,-0.024113907,0.7413301792986566,0.7856635868898899
RHEBL1,-0.01659962,0.741509293306678,0.7856635868898899
ARMC4,0.020025339,0.7423709949966257,0.7864099523269341
IGFBP3,-0.010713613,0.7440836065405624,0.7880571982001295
MKRN3,0.008018381,0.7444356076142296,0.7882630322048174
OAS3,-0.007157845,0.745367523358675,0.7889156682458457
SCN1B,0.0073915925,0.7453540928195265,0.7889156682458457
IGFBPL1,-0.026737064,0.745537732455076,0.7889288174127789
SYNGR4,0.049757168,0.7460415331394495,0.789212739907454
HES7,-0.020627053,0.746121724308507,0.789212739907454
FCN1,0.037437696,0.7470507363935704,0.7900282745278875
NGFR,-0.011381789,0.7479455457353577,0.79080730147532
ACSBG1,-0.0068537686,0.7504562916581765,0.7932941772285165
AKR1C1,0.011077588,0.7508979915151686,0.7935933116837546
SPDEF,-0.022705575,0.7529840778538116,0.7956298371236387
GCNT4,-0.016617801,0.7537762968323589,0.7962986444457626
LAMC3,-0.007955454,0.7549078589896673,0.7971571900630067
FBLN1,-0.007630894,0.7548607133874803,0.7971571900630067
ZIM2,0.027447935,0.7557606089147144,0.7978891563711089
C1orf61,0.0043344963,0.7565547304940797,0.7985589302238545
POLE2,0.018462706,0.7575883654359662,0.7994811792274865
ITGA1,-0.008419163,0.7584277571528332,0.8001980978611871
GSTM3,-0.005532441,0.7586500871447507,0.8002638050050113
XIST,0.038763292,0.7590242775527888,0.8004896409542172
FCRLA,-0.020600189,0.7592946030049873,0.8006058656737529
KLRC4,0.021634737,0.759952548308376,0.8011306644617078
CYP2D7P1,-0.013716986,0.7601974149787659,0.8012198724481091
TM7SF4,0.045453895,0.7604369352591167,0.8013010090582066
UHRF1,0.0063108387,0.7605949177980497,0.8013010090582066
PLXNC1,-0.009092336,0.7608794964563949,0.8014319532930217
PABPC1L,-0.009281772,0.7630932424506391,0.8035944002218188
SH3TC2,-0.010334213,0.7648208093261938,0.805244061198351
SEMA3C,-0.009606791,0.7655873578573158,0.8058814293234904
FSTL5,0.015422709,0.7664918100291654,0.8064553631170565
ZNF860,0.032110482,0.7664719580037616,0.8064553631170565
LOC339524,-0.013368908,0.7666164681790739,0.8064553631170565
USP9Y,0.040768467,0.7675859394383515,0.8073053633133693
SOX11,-0.0067698755,0.7686210144931627,0.8082239900033257
CDCA5,-0.008830504,0.768859714204001,0.8083049981118597
MET,-0.018000694,0.7691370981810262,0.8084266325215747
CLDN1,0.012538271,0.7722844219797315,0.8114021645953757
APOBEC3A,-0.031431634,0.7724548606947976,0.8114021645953757
LOC100132288,0.0073060384,0.7723133375532893,0.8114021645953757
FLJ35390,-0.0098365545,0.7728990392292688,0.811698213851364
ZNF214,0.010299136,0.7742045896681128,0.8128985611802948
NCRNA00164,-0.03238278,0.7753649638048115,0.8129987066744054
SLC7A2,-0.007205636,0.775411455168022,0.8129987066744054
ZSCAN1,-0.009950152,0.774952907734829,0.8129987066744054
PTPN3,-0.02084375,0.7752843822856825,0.8129987066744054
PCDHA13,0.018967591,0.7750565408688374,0.8129987066744054
LOC389033,0.049089745,0.7746312921044549,0.8129987066744054
ANKFN1,0.009270799,0.7754381664260479,0.8129987066744054
TG,-0.018027078,0.775735901613112,0.8131403580850232
THBS1,0.012590783,0.776976044669149,0.814269591981921
CARNS1,-0.011131847,0.7772940821188808,0.8144321899820629
PF4,0.044925187,0.7775210189363138,0.8144992865454784
PYGM,-0.010074755,0.7779466217754498,0.8147744258226328
AKNAD1,0.018334506,0.7815588400006188,0.818386219895936
C16orf75,0.010037851,0.7821708836187465,0.8185128543519742
PLEKHH2,-0.007560614,0.7820486397459645,0.8185128543519742
MCTP2,0.024317594,0.7819023317780218,0.8185128543519742
FOSB,0.013859169,0.7824644776808958,0.8185188768317395
FCER2,-0.046307165,0.7828314538018757,0.8185188768317395
TMEM84,0.03126471,0.7826803230863845,0.8185188768317395
PRSS50,-0.020212771,0.7827398962031904,0.8185188768317395
SLC4A4,-0.0046674116,0.7843043279046608,0.819887442927724
HELLS,0.012762965,0.7854573234497064,0.8209211156455962
COL6A3,-0.014886134,0.7858340936985593,0.8211432536035103
MYL3,0.0138901705,0.7866691885152384,0.8218441167104454
EYS,0.013263202,0.7869236787654754,0.8219382481360721
OR51E1,-0.043628097,0.7893207114818819,0.8238800788353858
SYNJ2,-0.007998515,0.7894418915400667,0.8238800788353858
ZNF469,0.006482232,0.7892415778464946,0.8238800788353858
DNAI1,0.020556636,0.7891543161365013,0.8238800788353858
PKMYT1,0.011387145,0.7896224376072928,0.823896533396591
MYO5C,-0.008065011,0.7912318715184629,0.8254035797188221
KIAA1324,0.010256616,0.7923378581972461,0.8263849167680914
ARNTL2,-0.011809234,0.7955211688635395,0.829531980045401
CHCHD10,0.0056483615,0.7985244523278126,0.8324900462133158
B3GAT2,-0.0079866685,0.7999254813975804,0.8337768203018349
SP8,0.04199212,0.8008523979731227,0.8345689849657385
ADAMTS14,0.012538442,0.8019773206279326,0.8355671188038473
SCAND3,0.017537024,0.8059620967904104,0.839368982285368
FLG,-0.017442156,0.805885371496436,0.839368982285368
CENPV,-0.011091206,0.8074305687403539,0.8405759498441131
ACTG2,-0.022713263,0.8074572574202551,0.8405759498441131
FCN3,0.027852353,0.8078226617212294,0.8407812882194311
CLOCK,-0.0062948638,0.8084786992210615,0.8412521327952791
ZNF702P,-0.011039647,0.8086115500428224,0.8412521327952791
PAR5,0.008395451,0.8091945114700917,0.841683494352082
ZSCAN12P1,0.01279416,0.8121214291314799,0.844552234953702
SPARC,-0.0027606394,0.8135182885388206,0.845828954604721
DHDH,0.02026617,0.8142326007022269,0.8463956348255998
WDR87,-0.021621203,0.8146829324078233,0.8466877285468959
TTLL7,-0.0059419232,0.817763131884345,0.8497123149255456
SOHLH2,0.011317868,0.8182413965311957,0.8500326163839556
SP9,-0.03265244,0.8185320785639638,0.8501579544702574
CXCL6,-0.038764853,0.8187877259295147,0.8502468597398907
ERBB3,0.0065349643,0.8245261556898338,0.8558502757835103
HS3ST3A1,0.019667923,0.8243697939671149,0.8558502757835103
ANKRD20A4,0.0220916,0.825927846099416,0.8571272790570943
TSPYL5,-0.005901514,0.8262453327732052,0.8572788262847117
SMN1,0.018314468,0.8272632224409922,0.8581568697520666
ARSE,0.0076554106,0.8277578542726918,0.858491862966907
TTC18,-0.006592084,0.831350774648646,0.8620393764502758
DDX3Y,0.02842209,0.8319271684680618,0.8624581883351252
NWD1,0.008779945,0.833658256236965,0.8640736486701545
SEMA5B,-0.0043062447,0.8342358665768385,0.8644931259863611
MYCL1,-0.004776375,0.8380541778741165,0.8682699729321556
TFF3,-0.040571954,0.8389795271086834,0.8690486089793695
BFSP1,-0.010888881,0.8391756182554255,0.8690716841916172
DEGS2,0.0070683416,0.839821033076713,0.8695599845482636
RXRG,-0.007453342,0.840480186136096,0.8700623044887122
CCNO,0.01828492,0.8416459688095034,0.8710887692087594
GSTM1,0.022380006,0.8426196922759959,0.8719160723054593
HIPK3,-0.004756359,0.8436866118796899,0.8728394494927476
PCDHB7,-0.007232859,0.8446084946351449,0.8736124272188094
ADAM19,0.0048146946,0.8457629428352517,0.8746255872132903
SIGLEC12,0.029386317,0.8460069527923515,0.8746353071999633
JPH2,0.0069709583,0.8461221961852445,0.8746353071999633
DKFZP434L187,-0.020043343,0.8469067374609811,0.8750844569755952
PPL,-0.012714387,0.8468769056864698,0.8750844569755952
TTLL2,0.013568543,0.8472518441579977,0.8752601695847084
TRIM71,-0.028796867,0.8480558585497453,0.8759097898675329
HPR,0.008594806,0.848341134012922,0.8760234758497748
DIO3,-0.0143027445,0.8498982010602357,0.8774501353089363
NPY2R,-0.019389013,0.8511420526866692,0.8785529032686511
PCDH9,-0.0040864144,0.8513204794297753,0.8785557063258775
MT1G,0.0075753466,0.8520340357136748,0.8791106435345386
CCL14,0.018394446,0.8534042802825166,0.8803427690143558
INE2,0.012676877,0.8545808962151787,0.8813746866905722
WFIKKN2,-0.017245378,0.8549334424019707,0.8815564471045274
HCG2P7,-0.010968941,0.8552930193171363,0.8817453807393159
RARRES1,0.010325091,0.8564771572202644,0.8826021818015914
SNX31,0.015366558,0.8564693068047526,0.8826021818015914
CDK18,0.0041770814,0.8567660412310144,0.8827179489295429
DNM1P35,-0.009926167,0.8596070068609716,0.8854625122177293
DACH1,-0.0059436504,0.8605135890146314,0.8862137888925143
ZBBX,0.011674117,0.8612165546423831,0.886755101567528
NBPF16,-0.008218423,0.8615693719197988,0.8869357339096137
KCNIP4,0.005378522,0.8624953139725441,0.8877061691771758
LYPD1,0.002962968,0.864240577949611,0.8893193845951954
PXDNL,0.011905769,0.8656776100868601,0.8906148251922429
HHATL,-0.005616003,0.867065234724119,0.8918589124913794
CHRNA6,-0.026254293,0.8676890637799445,0.89213352229071
SERTAD4,-0.010454172,0.8676657139908428,0.89213352229071
HAPLN2,0.0060883914,0.8700148185759842,0.8943408908059047
DNAJA4,-0.00425993,0.8732662219540854,0.8974986864892964
KDM5D,0.021687426,0.8741105425304715,0.8981818151772211
SMYD1,0.015232635,0.8752167531452337,0.8991337098266219
MYO7B,0.0073435116,0.8765621341492043,0.9003308690932664
DKK2,0.01285331,0.87738487832297,0.9009908382860649
OGN,0.0091369925,0.8803377173485291,0.9038374921442803
ASPA,0.0051211426,0.8812945146596651,0.904634073762744
VSX1,0.015159967,0.8819665140495387,0.9049095212094016
CA8,-0.0040867594,0.8822867831791665,0.9049095212094016
CUZD1,-0.009320286,0.8822734107405908,0.9049095212094016
NPW,-0.014896647,0.8818651585758128,0.9049095212094016
KCNE1L,0.010760283,0.8826280148345724,0.9050738462208495
PCDHA10,-0.008675037,0.8850394230787635,0.9073604911613322
SOX4,0.0025767493,0.8864105644613245,0.9085799143720013
DDX12,-0.004837201,0.8866473776096302,0.9086363779561695
ZNF536,0.005554823,0.8872884406608428,0.9091070088738143
UCN,0.006587695,0.88857106307693,0.9091171097574483
ATP1A2,-0.0025618912,0.8882411479466965,0.9091171097574483
RPS4Y1,0.018213425,0.8880275563692772,0.9091171097574483
C17orf107,-0.0063199964,0.8884463957489976,0.9091171097574483
NNAT,0.007392277,0.8885280307455232,0.9091171097574483
CYorf15A,0.019697951,0.888522094803954,0.9091171097574483
EIF1AY,0.020035686,0.8878981390621346,0.9091171097574483
FOXQ1,-0.0054928204,0.8891747667894019,0.9095486566994699
FXYD4,0.027515262,0.8907287660125682,0.9109518981515322
LYVE1,-0.0065905293,0.8916829253313232,0.9117412324451157
LOC729156,0.010861678,0.89223123518363,0.9121153498094766
PCSK9,0.018716699,0.8927334581821385,0.9124422099163312
CACNA1F,-0.011116597,0.8950558670463835,0.9146289260641565
TSLP,0.009845357,0.89590412874221,0.9153086726013588
CDH19,-0.011063649,0.8963142416406146,0.9155405941170731
KCNK9,0.00997107,0.896723641511192,0.9157716927197631
